Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	31.03982925415039	1000	2000	-0.6213484339644108	-153.35198491503766	12	2000
1	61.00076961517334	1000	3000	-0.6213484339644108	-446.9518507840053	13	3000
2	91.25443029403687	1000	4000	0.5093488908446999	-6.189410129197257	22	4000
3	121.36212873458862	1000	5000	5.286289962592594	-12.207157330291402	32	5000
4	151.71081233024597	1000	6000	24.279667332018903	-9.18597062927736	39	6000
5	182.14751434326172	1000	7000	24.279667332018903	-26.173708658380207	41	7000
6	229.48262548446655	1000	8000	24.279667332018903	-22.425896710187786	44	8000
7	259.2796878814697	1000	9000	49.913688094175725	49.913688094175725	45	9000
8	289.4723801612854	1000	10000	66.88850040449837	-45.799109519255616	51	10000
9	320.12251496315	1000	11000	66.88850040449837	-6.21001567007686	56	11000
10	350.36851596832275	1000	12000	66.88850040449837	36.622304076408284	59	12000
11	380.54844307899475	1000	13000	66.88850040449837	-18.912431939571476	63	13000
12	410.97326278686523	1000	14000	66.88850040449837	38.64468413713356	66	14000
13	443.7998614311218	1000	15000	116.03035032301902	26.969459469500084	68	15000
14	488.3356306552887	1000	16000	116.03035032301902	35.86066714822163	72	16000
15	518.2398509979248	1000	17000	188.26280846234073	188.26280846234073	73	17000
16	548.4031195640564	1000	18000	188.26280846234073	19.386440005552146	74	18000
17	578.9403586387634	1000	19000	188.26280846234073	6.106857444790059	80	19000
18	609.3027408123016	1000	20000	188.26280846234073	141.90331999076523	82	20000
19	642.3662464618683	1000	21000	188.26280846234073	22.037337802594013	89	21000
20	684.5135428905487	1000	22000	188.26280846234073	83.18472132181155	96	22000
21	714.5831005573273	1000	23000	188.26280846234073	118.76578919823461	98	23000
22	744.8792812824249	1000	24000	188.26280846234073	92.76243744865023	99	24000
23	775.1190934181213	1000	25000	256.8181857361591	49.2684668885013	105	25000
24	806.2069759368896	1000	26000	256.8181857361591	78.5951653248274	108	26000
25	850.9947216510773	1000	27000	256.8181857361591	121.80473903873825	114	27000
26	881.1200206279755	1000	28000	256.8181857361591	94.71491922247942	118	28000
27	911.1692249774933	1000	29000	256.8181857361591	138.2799898261884	119	29000
28	941.4599299430847	1000	30000	256.8181857361591	33.414602779102395	121	30000
29	971.9651799201965	1000	31000	256.8181857361591	208.18540431383516	122	31000
30	1002.3170046806335	1000	32000	256.8181857361591	156.19334215691308	123	32000
31	1047.274750471115	1000	33000	256.8181857361591	202.63846266492808	124	33000
32	1079.6115131378174	1000	34000	287.630499121014	287.630499121014	125	34000
33	1109.6071560382843	1000	35000	287.630499121014	47.26000154854403	127	35000
