Iteration	mean_reward_(100_episodes)	best_mean_reward	episodes	exploration	learning_rate
4320000	-14.02	-13.91	8452	0.025300000000000003	5.8500000000000006e-05
4330000	-14.0	-13.9	8465	0.025075	5.8375e-05
4340000	-14.26	-13.9	8481	0.024849999999999997	5.8250000000000006e-05
4350000	-14.07	-13.9	8494	0.024624999999999994	5.8125e-05
4360000	-14.16	-13.9	8508	0.024400000000000005	5.800000000000001e-05
4370000	-14.34	-13.9	8523	0.024174999999999988	5.7875000000000004e-05
4380000	-14.45	-13.9	8538	0.02395	5.775e-05
4390000	-14.36	-13.9	8553	0.023724999999999996	5.7625e-05
4400000	-14.55	-13.9	8567	0.023499999999999993	5.75e-05
4410000	-14.42	-13.9	8582	0.02327499999999999	5.7375e-05
4420000	-14.67	-13.9	8596	0.02305	5.725e-05
4430000	-15.03	-13.9	8610	0.022824999999999998	5.7125e-05
4440000	-15.1	-13.9	8624	0.022599999999999995	5.7e-05
4450000	-15.15	-13.9	8639	0.022374999999999992	5.6875e-05
4460000	-15.26	-13.9	8653	0.022150000000000003	5.6750000000000004e-05
4470000	-15.06	-13.9	8666	0.021924999999999986	5.6625e-05
4480000	-14.92	-13.9	8679	0.021699999999999997	5.6500000000000005e-05
4490000	-14.91	-13.9	8693	0.021474999999999994	5.6375e-05
4500000	-14.69	-13.9	8708	0.02124999999999999	5.6250000000000005e-05
