,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-150.1720629001015,-113.59606687180388,-208.26750020916234,24.376654043922873,,
1,0,-51.427368891214975,-16.475298891067396,-94.09686897150854,23.042402724295954,0.02506471797823906,1.0883700847625732
2,1,6.257107424141444,46.45479966575762,-51.438710327280866,26.76640235826402,0.015945367515087128,0.03495609015226364
3,2,44.5815425562097,82.08966558322646,-9.92825294264945,31.65871914614781,0.008533359505236149,0.01914743334054947
4,3,66.68108877910177,119.2761882035411,41.54796693488518,22.82117790004032,0.008146426640450954,0.0166645310819149
5,4,57.5223576641592,117.76515919099921,1.2855673953694389,34.249740847930234,0.007869631983339787,0.012331421487033367
6,5,93.42438954247156,122.78755895865534,49.029697237875425,21.128342246342026,0.0075108325108885765,0.008155854418873787
7,6,74.54959345723475,104.25795495724259,30.66365285801337,23.70067162732022,0.005547079723328352,0.007999572902917862
8,7,117.76225579183424,152.67958352618717,61.527320396025225,31.79103557978808,0.006496167741715908,0.0050594257190823555
9,8,114.60783515717283,182.7506777498262,9.586944160600089,47.58179951512338,0.0053125061094760895,0.007281015161424875
10,9,100.8177562818719,137.55748493818845,12.341674266790681,36.049325430948954,0.004074087366461754,0.004885612986981869
11,10,116.87125418113833,170.59156548266859,55.645632335573495,39.03615847532275,0.0058613731525838375,0.00459305802360177
