,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-147.09325243914213,-102.9791825285345,-186.08054993367884,27.54198197661689,,
1,-11.570427117168355,18.572465702024694,-31.94314950649843,13.439340580630867,0.02983255125582218,1.0442094802856445
