,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-167.59038401108288,-100.69400100511022,-202.80706773436768,26.801302957637123,,
1,0,23.880134690497204,54.976280536658415,-11.000418582320886,18.783421527694276,0.02952277474105358,1.0164752006530762
2,1,81.36334050504539,125.75256007773642,37.73495481912332,23.79407513090491,0.02167370729148388,0.041716981679201126
3,2,120.58561302847356,180.9261044407855,71.71784546191572,30.79047769658555,0.011122900992631912,0.02816247008740902
4,3,167.9794104462022,194.72022960598426,145.2907406969332,14.803827080890823,0.005050284788012505,0.015993287786841393
5,4,232.29973269445222,279.1591645754088,166.47401114181312,34.85520878156876,0.012432685121893883,0.015451465733349323
6,5,268.2267561364272,351.92829724592013,213.40234509675528,37.52994251592948,0.008996200747787952,0.009330572560429573
7,6,253.68431022682125,310.97536904082915,168.1886556795787,39.612765228512735,0.008902247995138168,0.009061207994818687
8,7,290.0017354568227,344.71483596975344,255.0882081921972,27.558246372210647,0.008029410615563393,0.007680849637836218
9,8,299.728479133339,345.26860069426334,204.94376554407467,41.28323083922547,0.00786196906119585,0.007460356689989567
10,9,314.33214064531956,386.44208899317357,232.71944939202984,43.63912318671367,0.005116324406117201,0.005551468580961227
11,10,312.44690175716534,379.677047071155,204.33507028757623,46.84002612354242,0.005388722289353609,0.006174519658088684
