Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	23.26080584526062	1000	2000	-0.6213484339644108	-13.633372028230347	19	2000
1	46.0447154045105	1000	3000	-0.6213484339644108	-18.793475444880173	25	3000
2	68.70139074325562	1000	4000	-0.6213484339644108	-19.143243114792853	27	4000
3	91.52124166488647	1000	5000	-0.6213484339644108	-784.2612684168192	28	5000
4	114.2964699268341	1000	6000	-0.6213484339644108	-26.4376561714766	36	6000
5	137.1231770515442	1000	7000	-0.6213484339644108	-99.98147952382072	41	7000
6	160.0118546485901	1000	8000	-0.6213484339644108	-53.226666427636225	45	8000
7	182.87615942955017	1000	9000	-0.6213484339644108	-13.904041086901467	47	9000
8	205.68217062950134	1000	10000	-0.6213484339644108	-67.9387151777269	54	10000
9	230.94660806655884	1000	11000	-0.6213484339644108	-21.370088306493745	56	11000
10	270.09885454177856	1000	12000	-0.6213484339644108	-38.19575415706084	58	12000
11	292.55976033210754	1000	13000	-0.6213484339644108	-104.79601961174043	60	13000
12	315.15603375434875	1000	14000	-0.6213484339644108	-146.8279881420136	64	14000
13	337.8137583732605	1000	15000	47.83557936619831	47.83557936619831	66	15000
14	360.6793611049652	1000	16000	47.83557936619831	-45.82627410704045	67	16000
15	383.6055681705475	1000	17000	47.83557936619831	-24.2428323540333	73	17000
16	406.4625906944275	1000	18000	47.83557936619831	-5.764447951634236	77	18000
17	429.2861306667328	1000	19000	47.83557936619831	-28.75797415934173	78	19000
18	469.80320835113525	1000	20000	47.83557936619831	-431.70752808758976	79	20000
19	493.6552655696869	1000	21000	47.83557936619831	-57.378922589729854	88	21000
20	516.2149548530579	1000	22000	47.83557936619831	-27.39521053108961	92	22000
21	538.9299767017365	1000	23000	47.83557936619831	-17.313059789765678	95	23000
22	561.6741116046906	1000	24000	47.83557936619831	-22.522319173298882	97	24000
23	584.6036834716797	1000	25000	47.83557936619831	-6.41061686686644	99	25000
24	607.4059376716614	1000	26000	47.83557936619831	-48.453109683452304	102	26000
25	630.3278920650482	1000	27000	47.83557936619831	-9.617290315321465	104	27000
26	659.5095362663269	1000	28000	47.83557936619831	-15.790753616143515	106	28000
27	695.966493844986	1000	29000	47.83557936619831	-71.11884973424304	111	29000
28	718.4571509361267	1000	30000	47.83557936619831	-3.7692824804739677	112	30000
29	741.1405410766602	1000	31000	47.83557936619831	4.1105874009025065	120	31000
30	763.8212854862213	1000	32000	47.83557936619831	-140.8965600004044	121	32000
31	786.5440216064453	1000	33000	47.83557936619831	-20.324493004535054	127	33000
32	809.4456298351288	1000	34000	47.83557936619831	-10.863555173564787	129	34000
33	832.3442704677582	1000	35000	75.45322337970723	75.45322337970723	131	35000
34	855.2468764781952	1000	36000	75.45322337970723	-89.13265065400786	134	36000
35	896.8025455474854	1000	37000	75.45322337970723	27.812460013184392	136	37000
36	919.3290827274323	1000	38000	75.45322337970723	19.938233922403487	137	38000
37	942.0406994819641	1000	39000	75.45322337970723	-69.07201177915113	138	39000
38	964.9031853675842	1000	40000	75.45322337970723	31.933985261873133	140	40000
39	987.6181638240814	1000	41000	75.45322337970723	30.987713580161973	142	41000
40	1010.4003717899323	1000	42000	75.45322337970723	-48.25777271376689	144	42000
41	1033.1621713638306	1000	43000	75.45322337970723	-12.123356907662794	146	43000
42	1055.922889471054	1000	44000	125.17021578370421	125.17021578370421	147	44000
43	1096.471440076828	1000	45000	125.17021578370421	9.616211644346127	150	45000
44	1122.3758392333984	1000	46000	125.17021578370421	-2.1576490281188603	154	46000
45	1145.0274758338928	1000	47000	164.03871571267945	164.03871571267945	155	47000
46	1167.714350938797	1000	48000	164.03871571267945	14.70738560452223	160	48000
47	1190.47203707695	1000	49000	164.03871571267945	46.9072503019864	162	49000
48	1213.297749042511	1000	50000	164.03871571267945	-6.775235730474421	164	50000
49	1236.3287715911865	1000	51000	164.03871571267945	117.42691798855186	165	51000
50	1259.2030980587006	1000	52000	164.03871571267945	118.82311374820723	166	52000
51	1289.3296825885773	1000	53000	164.03871571267945	34.44170659865464	168	53000
52	1323.371106147766	1000	54000	164.03871571267945	-52.09030517316268	171	54000
53	1346.055874824524	1000	55000	164.03871571267945	100.87178019596413	172	55000
54	1368.655212879181	1000	56000	164.03871571267945	23.46672328977738	173	56000
55	1391.3935992717743	1000	57000	164.03871571267945	35.201319362274475	174	57000
56	1414.2399587631226	1000	58000	164.03871571267945	40.12087983954125	175	58000
57	1437.1314480304718	1000	59000	164.03871571267945	10.647130054177982	177	59000
58	1459.9780821800232	1000	60000	164.03871571267945	-4.761094593179654	178	60000
