,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-156.83648412927332,-92.493268112926,-251.13097646127662,44.05951860402804,,
1,13.037356836864358,53.69806313545122,-32.58481286739214,29.806466687297668,0.027534838765859604,0.9991071820259094
