Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
22.128708600997925	0	-363.26056	182.77888	119.8765	-837.2257	106.6622340425532	28.913669360012364	40105	40105
43.41154408454895	1	-258.425	145.14038	128.2243	-699.388	107.33780160857908	28.504429691841857	40037	80142
64.57734036445618	2	-206.85829	125.67944	168.0797	-556.59814	104.73890339425587	35.59556292718151	40115	120257
86.74861812591553	3	-188.11032	104.36354	167.20224	-666.8257	106.96524064171123	54.96149717271315	40005	160262
111.164137840271	4	-147.05394	96.25535	178.97832	-391.8611	104.79581151832461	70.66038666917076	40032	200294
135.4285023212433	5	-150.05585	86.10729	142.444	-508.58112	104.54569190600522	70.00482919544298	40041	240335
155.19470071792603	6	-138.79523	96.69833	229.07323	-476.49088	98.54433497536945	25.343293337066115	40009	280344
175.55540704727173	7	-142.31433	83.77347	144.99414	-457.92706	102.96658097686375	27.74593536793067	40054	320398
198.61685132980347	8	-121.43964	90.46437	221.39172	-465.19525	109.4153005464481	55.98645606895509	40046	360444
225.3523325920105	9	-107.99746	89.73967	180.27823	-331.94855	125.003125	107.19950729940122	40001	400445
249.1046164035797	10	-91.71894	101.07809	217.49815	-323.8604	120.45645645645645	72.93212564300224	40112	440557
274.40504693984985	11	-88.22643	95.32799	216.41246	-356.76196	131.95065789473685	79.05420067462586	40113	480670
300.81860756874084	12	-63.86739	100.91886	225.14717	-391.03192	137.1986301369863	78.37319571347497	40062	520732
330.94872093200684	13	-52.571827	106.33108	209.3768	-278.59546	150.64285714285714	104.42583927183064	40071	560803
362.2341432571411	14	-24.61059	116.23491	217.39209	-299.4065	169.65546218487395	114.50411441543791	40378	601181
402.1557915210724	15	-18.338434	116.112015	223.27151	-281.75085	220.85164835164835	175.24706256266714	40195	641376
449.2358305454254	16	-10.282075	128.08214	218.88782	-428.2531	267.90849673202615	218.68093447823964	40990	682366
503.04780888557434	17	-20.794573	134.49911	215.4374	-310.45587	325.6341463414634	266.89336710216884	40053	722419
557.7659029960632	18	-6.1396046	133.38263	237.2739	-310.79892	325.4146341463415	236.663698372406	40026	762445
617.7577767372131	19	21.93855	133.32913	236.13263	-293.73016	375.77570093457945	274.7597185923681	40208	802653
679.2691543102264	20	34.433277	130.90352	227.38925	-213.89784	419.3125	288.98945022915626	40254	842907
740.449227809906	21	-5.1288633	130.23854	224.10046	-246.368	445.0777777777778	291.9008289652794	40057	882964
798.7709376811981	22	52.301254	135.43684	228.80942	-319.74985	444.9673913043478	267.5904743823129	40937	923901
866.0481989383698	23	22.582418	123.8337	245.58176	-250.9977	515.5	320.0395708706611	40209	964110
934.604079246521	24	61.84592	122.87638	239.47987	-213.58144	519.5454545454545	327.03510854279637	40005	1004115
998.988029718399	25	58.329384	122.26489	210.47624	-280.8958	514.3333333333334	313.7714204217845	40118	1044233
1062.6749033927917	26	77.66466	119.68436	255.71573	-204.9479	478.5952380952381	297.02778125028493	40202	1084435
1127.2275478839874	27	75.892784	127.176674	229.98705	-337.4369	496.5	318.01235786695077	40713	1125148
1183.4765861034393	28	83.0074	113.42733	232.25845	-244.55763	393.37254901960785	268.21848430873484	40124	1165272
1244.7985608577728	29	86.40259	116.59656	236.29129	-119.0645	389.5533980582524	291.3985269653561	40124	1205396
1303.3719627857208	30	107.2	105.608536	247.21262	-90.15051	370.0642201834862	282.8947441058962	40337	1245733
1360.2387399673462	31	119.40641	105.469345	224.66551	-222.75946	340.73728813559325	250.69967947239394	40207	1285940
1409.1781480312347	32	115.39757	107.212	237.26662	-282.0756	324.48387096774195	241.63276868244637	40236	1326176
1459.2928700447083	33	139.03412	82.071846	238.03403	-130.68388	296.94074074074075	214.75138987048058	40087	1366263
1500.685688495636	34	117.608734	101.12966	227.73293	-108.13174	253.22151898734177	170.39713937315216	40009	1406272
1549.359664440155	35	148.32936	80.97517	253.29796	-123.25141	265.89403973509934	179.54328195988165	40150	1446422
1592.6702468395233	36	132.86826	90.61809	233.69574	-108.998474	250.33742331288343	169.1910823354084	40805	1487227
1627.8261015415192	37	148.93036	84.72904	266.59207	-88.6552	224.31284916201116	124.67070548836271	40152	1527379
1665.2064590454102	38	149.59161	84.413765	269.87717	-85.64138	226.14124293785312	126.21780719332908	40027	1567406
1709.9661276340485	39	159.70085	76.072914	265.59244	-85.87387	258.89677419354837	171.01768156816127	40129	1607535
1747.33798122406	40	165.71353	72.843834	248.03885	-267.82935	244.90243902439025	141.01916577544478	40164	1647699
1786.1118874549866	41	157.43839	82.48054	247.22534	-91.79214	250.425	156.55264889167478	40068	1687767
1818.5542159080505	42	174.0012	59.423862	247.23819	-69.27252	225.52808988764045	75.44468766156747	40144	1727911
1861.354240655899	43	163.7686	78.14543	247.21768	-88.87958	257.0125786163522	186.0770783494341	40865	1768776
1907.7922320365906	44	167.91516	75.460594	245.09796	-106.53287	264.2236842105263	198.15813718794143	40162	1808938
1951.4834957122803	45	173.41185	70.445366	267.5301	-92.57497	249.48447204968943	165.21697029788047	40167	1849105
1988.9477751255035	46	174.22395	71.536224	260.1406	-73.43985	230.7816091954023	139.34913774585738	40156	1889261
2024.9315116405487	47	183.23312	60.523296	254.51457	-243.99521	223.77653631284917	107.48613166234384	40056	1929317
2054.8379220962524	48	188.57904	40.080723	250.34486	-58.51821	207.44041450777203	43.2759290490839	40036	1969353
2084.932062149048	49	187.97125	45.786385	266.99167	-81.09184	206.77319587628867	64.95137041396704	40114	2009467
