Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	25.10532546043396	1000	2000	-0.10937612852620782	-23.71307162865858	7	2000
1	48.770081758499146	1000	3000	0.42235128448905024	-81.49404961623847	13	3000
2	72.49983334541321	1000	4000	0.42235128448905024	-1.4937534407888744	17	4000
3	96.3808023929596	1000	5000	0.42235128448905024	-75.97525492504367	19	5000
4	120.3435697555542	1000	6000	0.42235128448905024	-100.39373182676448	29	6000
5	144.10365891456604	1000	7000	0.42235128448905024	-11.228002272320936	32	7000
6	167.95672369003296	1000	8000	0.42235128448905024	-65.49886456980543	38	8000
7	191.95755314826965	1000	9000	1.5652512331507022	-62.510919882168565	50	9000
8	215.81610560417175	1000	10000	1.5652512331507022	-5.118551296537592	52	10000
9	239.6996865272522	1000	11000	1.5652512331507022	-88.51007746334193	53	11000
10	269.4800708293915	1000	12000	1.5652512331507022	-10.666517058675037	59	12000
11	305.95190954208374	1000	13000	1.5652512331507022	-55.38631431828772	64	13000
12	329.5318295955658	1000	14000	1.5652512331507022	-115.76312936187946	70	14000
13	353.244473695755	1000	15000	1.5652512331507022	-120.57847482455662	73	15000
14	377.06881308555603	1000	16000	1.5652512331507022	-39.057056492256635	76	16000
15	401.0546700954437	1000	17000	1.5652512331507022	-166.12979118851342	77	17000
16	424.9567184448242	1000	18000	1.5652512331507022	-50.687821030015904	86	18000
17	448.9418137073517	1000	19000	1.5652512331507022	-17.649099428920987	97	19000
18	472.82769083976746	1000	20000	1.5652512331507022	-50.186753360269805	104	20000
19	500.079674243927	1000	21000	1.5652512331507022	-28.68102469235134	111	21000
20	538.1559505462646	1000	22000	1.5652512331507022	-32.89200191212986	117	22000
21	561.7731509208679	1000	23000	1.5652512331507022	-111.24816728220338	119	23000
22	585.54150557518	1000	24000	1.5652512331507022	-59.28356062043572	127	24000
23	609.2249701023102	1000	25000	3.0816211840968704	-25.705108638467223	153	25000
24	633.0356929302216	1000	26000	3.0816211840968704	-24.841919226514232	154	26000
25	656.9229683876038	1000	27000	3.0816211840968704	-17.947195859907644	161	27000
26	680.8266932964325	1000	28000	3.0816211840968704	-713.1297527991372	163	28000
27	718.3560047149658	1000	29000	3.0816211840968704	-12.467065234581447	165	29000
28	747.2763149738312	1000	30000	3.0816211840968704	-29.182714353664196	171	30000
29	770.9577314853668	1000	31000	3.0816211840968704	-107.98954601734754	180	31000
30	794.5755379199982	1000	32000	3.0816211840968704	-966.6741393992168	181	32000
31	818.5040650367737	1000	33000	3.0816211840968704	-34.555421454897846	194	33000
32	842.457053899765	1000	34000	3.0816211840968704	-183.36306612870254	195	34000
33	866.3904540538788	1000	35000	3.0816211840968704	-20.477584111148545	206	35000
34	890.2949407100677	1000	36000	3.0816211840968704	-845.217678798119	207	36000
35	924.0340514183044	1000	37000	9.28259244409533	9.28259244409533	209	37000
36	957.7374513149261	1000	38000	9.28259244409533	-20.369824125363454	211	38000
37	981.3604457378387	1000	39000	9.28259244409533	-65.38805644109321	226	39000
38	1005.1519720554352	1000	40000	9.28259244409533	-32.50500415740751	239	40000
39	1028.9590837955475	1000	41000	9.28259244409533	-9.218813565323094	245	41000
40	1053.022560119629	1000	42000	9.28259244409533	-89.04732576964916	246	42000
41	1077.010730266571	1000	43000	9.28259244409533	-8.052535926253839	256	43000
42	1101.054710149765	1000	44000	12.3962141573193	-9.51690008679284	263	44000
43	1125.0302789211273	1000	45000	12.3962141573193	-33.62690953664478	269	45000
44	1149.5267062187195	1000	46000	12.3962141573193	-0.7171408970823017	273	46000
45	1178.3499143123627	1000	47000	12.3962141573193	-13.56374578745818	276	47000
46	1216.4460158348083	1000	48000	12.3962141573193	-59.42589854063849	278	48000
47	1240.157912015915	1000	49000	12.3962141573193	-290.7636755448514	279	49000
48	1263.9734375476837	1000	50000	12.3962141573193	-30.994804692422008	282	50000
49	1288.0549314022064	1000	51000	12.3962141573193	-20.296722633319497	284	51000
50	1311.9682595729828	1000	52000	12.3962141573193	-211.01225887547523	285	52000
51	1335.9662284851074	1000	53000	12.3962141573193	-78.59803047956302	286	53000
52	1360.1032028198242	1000	54000	12.3962141573193	-175.75173541913733	287	54000
53	1384.1312160491943	1000	55000	12.3962141573193	-238.187574792969	288	55000
54	1415.1827986240387	1000	56000	12.3962141573193	-249.60614435175376	289	56000
55	1452.029957294464	1000	57000	12.3962141573193	-0.2668065316641244	292	57000
56	1475.732153892517	1000	58000	12.3962141573193	-138.77191410924655	293	58000
57	1499.5978548526764	1000	59000	12.3962141573193	-5.033319238054203	296	59000
58	1523.3477818965912	1000	60000	12.3962141573193	4.491844900514391	298	60000
59	1547.3485116958618	1000	61000	16.84400042931623	16.84400042931623	301	61000
60	1571.3227002620697	1000	62000	16.84400042931623	-29.747985399927988	302	62000
61	1595.1841390132904	1000	63000	16.84400042931623	-20.108189708886737	305	63000
62	1619.134477853775	1000	64000	99.94376950600326	55.318837847241774	309	64000
63	1642.9843966960907	1000	65000	99.94376950600326	16.347292333372582	312	65000
64	1684.5501124858856	1000	66000	99.94376950600326	-11.679992765268347	313	66000
65	1710.3343396186829	1000	67000	104.29528954830491	8.636118511036749	317	67000
66	1734.0883498191833	1000	68000	104.29528954830491	1.3738307077419172	318	68000
67	1757.9586775302887	1000	69000	104.29528954830491	83.71034826670716	319	69000
68	1781.8046615123749	1000	70000	133.3315517446376	133.3315517446376	320	70000
69	1805.7121121883392	1000	71000	133.3315517446376	0.34719066317835656	323	71000
70	1829.5187594890594	1000	72000	133.3315517446376	-20.23439494406358	328	72000
71	1853.3895444869995	1000	73000	133.3315517446376	-53.18217938966002	329	73000
72	1877.3220174312592	1000	74000	133.3315517446376	-1.314784745379769	330	74000
73	1903.977653503418	1000	75000	155.85203462865644	155.85203462865644	331	75000
74	1943.5708458423615	1000	76000	155.85203462865644	25.64747415449202	332	76000
75	1967.0882182121277	1000	77000	155.85203462865644	85.06510253950269	335	77000
76	1990.946373462677	1000	78000	155.85203462865644	68.83469510918542	336	78000
77	2014.7170007228851	1000	79000	155.85203462865644	64.26076203271302	342	79000
78	2038.5492911338806	1000	80000	155.85203462865644	23.28985751542806	348	80000
79	2062.5370070934296	1000	81000	155.85203462865644	-16.536722294266053	350	81000
80	2091.7697417736053	1000	82000	155.85203462865644	27.56174559171045	352	82000
81	2127.909167766571	1000	83000	155.85203462865644	36.86970156945706	355	83000
82	2151.397289991379	1000	84000	155.85203462865644	69.82172198897146	357	84000
83	2175.220867395401	1000	85000	155.85203462865644	92.44510952741422	358	85000
84	2199.0248804092407	1000	86000	155.85203462865644	63.954927642454436	363	86000
85	2223.0327553749084	1000	87000	155.85203462865644	128.9821745151224	364	87000
86	2247.048982858658	1000	88000	155.85203462865644	0.5073478522965846	365	88000
87	2270.9921638965607	1000	89000	155.85203462865644	48.04312359716907	368	89000
88	2294.964747428894	1000	90000	208.59151108544813	208.59151108544813	370	90000
89	2318.913774251938	1000	91000	208.59151108544813	2.358759851741813	372	91000
90	2353.981111049652	1000	92000	208.59151108544813	64.44525601572137	373	92000
91	2386.157372236252	1000	93000	208.59151108544813	30.90501932485406	377	93000
92	2409.732974052429	1000	94000	208.59151108544813	40.23551484469212	380	94000
93	2433.5214455127716	1000	95000	208.59151108544813	-43.888853334783946	381	95000
94	2457.454836130142	1000	96000	208.59151108544813	60.683903698874744	382	96000
95	2481.2605912685394	1000	97000	208.59151108544813	45.697430451854764	384	97000
96	2505.2161972522736	1000	98000	208.59151108544813	16.823785149281555	388	98000
97	2529.156810760498	1000	99000	208.59151108544813	19.45380543095554	391	99000
98	2553.1941690444946	1000	100000	208.59151108544813	133.64463121777527	392	100000
99	2577.1014115810394	1000	101000	208.59151108544813	-23.740019258823242	393	101000
100	2620.736823797226	1000	102000	208.59151108544813	-5.613035721534444	395	102000
101	2644.176751613617	1000	103000	208.59151108544813	91.49953313493113	397	103000
102	2667.941202402115	1000	104000	208.59151108544813	35.09537032233605	398	104000
103	2691.772940635681	1000	105000	208.59151108544813	188.0868808716843	401	105000
104	2715.5271351337433	1000	106000	208.59151108544813	140.42509105461642	402	106000
105	2739.4274418354034	1000	107000	208.59151108544813	63.83879171410735	407	107000
106	2763.4187004566193	1000	108000	208.59151108544813	90.41727912263485	408	108000
107	2787.2712886333466	1000	109000	208.59151108544813	-35.39067637188834	409	109000
108	2811.264143705368	1000	110000	208.59151108544813	140.2219343006347	410	110000
109	2837.689435482025	1000	111000	208.59151108544813	-91.04587770406835	412	111000
110	2877.5792002677917	1000	112000	208.59151108544813	15.938126464036086	419	112000
111	2901.238583803177	1000	113000	208.59151108544813	-1.318865068508419	424	113000
112	2924.9825019836426	1000	114000	208.59151108544813	163.97844389599632	425	114000
113	2948.937379837036	1000	115000	208.59151108544813	6.379991340179988	428	115000
114	2972.808987379074	1000	116000	208.59151108544813	13.780062571962475	430	116000
115	2996.807761192322	1000	117000	225.93704132077855	225.93704132077855	431	117000
116	3020.6972942352295	1000	118000	225.93704132077855	124.00160494872753	436	118000
117	3044.7576105594635	1000	119000	225.93704132077855	92.32260633249919	437	119000
118	3068.698386669159	1000	120000	225.93704132077855	42.65197935535184	438	120000
119	3092.6192915439606	1000	121000	277.8822213061543	21.51245163489302	442	121000
120	3125.724413394928	1000	122000	277.8822213061543	12.302269604881605	443	122000
121	3158.4125192165375	1000	123000	277.8822213061543	124.88846748098305	445	123000
122	3181.946435213089	1000	124000	277.8822213061543	3.980772833406843	448	124000
123	3205.7900598049164	1000	125000	277.8822213061543	150.17330603020926	449	125000
124	3229.5845351219177	1000	126000	277.8822213061543	112.96703670662959	450	126000
125	3253.5518572330475	1000	127000	277.8822213061543	165.68207690497584	452	127000
126	3277.4465448856354	1000	128000	277.8822213061543	151.30082213474856	453	128000
127	3301.2942628860474	1000	129000	277.8822213061543	54.78748353444994	455	129000
128	3325.2868399620056	1000	130000	277.8822213061543	12.112821192303889	458	130000
129	3354.1103641986847	1000	131000	277.8822213061543	52.56968251655664	462	131000
130	3391.4052772521973	1000	132000	277.8822213061543	-21.085714118907603	464	132000
131	3415.1062858104706	1000	133000	277.8822213061543	12.929476619225088	466	133000
132	3438.859949827194	1000	134000	277.8822213061543	179.04098229925702	468	134000
133	3462.6331956386566	1000	135000	277.8822213061543	9.126646252529422	471	135000
134	3486.481054544449	1000	136000	277.8822213061543	180.9472157887457	472	136000
135	3510.3619368076324	1000	137000	277.8822213061543	70.29441929785037	473	137000
136	3534.1770741939545	1000	138000	277.8822213061543	63.73687549073904	475	138000
137	3558.0924990177155	1000	139000	277.8822213061543	65.45353997670361	478	139000
138	3581.9365010261536	1000	140000	277.8822213061543	245.37911172416545	479	140000
139	3605.905918598175	1000	141000	277.8822213061543	44.63525327314132	485	141000
140	3639.5286388397217	1000	142000	277.8822213061543	82.29929330012864	488	142000
141	3671.793089389801	1000	143000	277.8822213061543	1.4411328237436951	490	143000
142	3695.4712936878204	1000	144000	277.8822213061543	193.59600969752037	491	144000
143	3719.232803583145	1000	145000	402.4630134264629	402.4630134264629	492	145000
144	3743.066420316696	1000	146000	402.4630134264629	5.953585970585863	494	146000
145	3766.949497938156	1000	147000	402.4630134264629	35.93538231101043	498	147000
146	3790.9332439899445	1000	148000	402.4630134264629	210.10953242326343	499	148000
147	3814.893738269806	1000	149000	402.4630134264629	8.025981662584046	501	149000
148	3838.7594044208527	1000	150000	402.4630134264629	-2.0291096187094513	504	150000
149	3862.870762825012	1000	151000	402.4630134264629	279.16431417879846	505	151000
150	3904.3002364635468	1000	152000	402.4630134264629	117.29643838331646	506	152000
151	3927.7609124183655	1000	153000	402.4630134264629	43.80375407759072	509	153000
152	3951.6071491241455	1000	154000	402.4630134264629	39.05580553073066	513	154000
153	3975.442955493927	1000	155000	402.4630134264629	86.63031261288464	516	155000
154	3999.449340581894	1000	156000	402.4630134264629	276.147558492127	517	156000
155	4023.389985561371	1000	157000	402.4630134264629	90.83202698118167	520	157000
156	4047.307570695877	1000	158000	402.4630134264629	45.98014948664694	522	158000
157	4071.28102350235	1000	159000	402.4630134264629	0.2387184811320111	526	159000
158	4114.20969247818	1000	160000	402.4630134264629	324.8436559165365	527	160000
159	4137.6878662109375	1000	161000	402.4630134264629	80.91976775049022	529	161000
160	4161.307455539703	1000	162000	402.4630134264629	145.59851110655586	531	162000
161	4185.067881822586	1000	163000	402.4630134264629	312.52882333013224	532	163000
