,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-140.25899714989706,-75.47420891639466,-181.05488949552665,31.250321096211664,,
1,0,81.09976108810507,116.67134982629352,28.406241620148005,25.15154821919376,0.006653434596955776,0.9657643437385559
2,1,224.83541734489572,287.5357705540708,153.051888497525,39.0912880615227,0.003379184054210782,0.02554316259920597
3,2,296.27569452537193,378.9010602965615,231.41804316881354,43.15317007559319,0.002667285967618227,0.009588951244950294
4,3,371.9232130944712,450.6933649808236,282.1219032464883,55.08869338523118,0.0019853138364851475,0.008146505802869797
5,4,348.7070348528673,400.7322655143237,263.7871723730411,42.882267585971384,0.00158037175424397,0.005127071402966976
6,5,383.07868701901555,428.22728596356995,315.1746798832862,34.93253827694446,0.0014662172179669142,0.0026207813061773777
7,6,364.8481723469828,449.3313073623039,300.6091204518684,45.72542914840649,0.0014220435405150056,0.002034230623394251
8,7,407.15085337632365,488.42872673249894,317.48000502094897,42.8683058726341,0.0013377314899116755,0.002452034968882799
9,8,396.9884127985855,451.42251161033937,354.25657583109626,30.84888046005136,0.0009815332014113665,0.001817061798647046
10,9,412.583738277223,491.4502250064502,344.6581700189578,39.795542119912795,0.0006407115142792463,0.0009990083053708076
11,10,406.6733200188695,498.659787323193,371.351806001075,43.44968249751744,0.0006426242180168629,0.0006977710872888565
