,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-139.10950626840224,-78.70087404764655,-184.1758874848816,35.236942182997716,,
1,0,6.24080604166471,66.00010839295676,-33.752537330708606,31.523597630930517,0.03001801297068596,1.0163872241973877
2,1,123.86116911182808,167.70491333424377,88.03026545390254,20.809061633216842,0.027415409684181213,0.04925771430134773
3,2,260.75626613463953,351.3198085322379,156.92292158821164,48.7098267577298,0.012285606935620308,0.0250413715839386
4,3,214.040810252129,287.85203747025366,131.80984468074266,48.179034628932094,0.014773751609027386,0.01976730488240719
5,4,323.5719507499623,382.87568718963075,230.28153509510696,40.68138214972613,0.010890811681747437,0.022462734952569008
6,5,349.70279354805643,402.23740374261337,310.17493730765864,31.924923296268297,0.01320534385740757,0.010896706953644753
7,6,360.60695262157026,422.7244892494914,262.839639018593,50.38936697651791,0.009490976110100746,0.010942664928734303
8,7,380.2282501892238,441.5936339596807,332.0120367501439,34.508609153956996,0.011429788544774055,0.010206694714725018
9,8,445.7684518066361,487.5379571884773,414.6437181890313,23.266657488372154,0.007942020893096924,0.01083960011601448
10,9,325.63412312721994,411.0334123678633,198.94371152855453,56.81132198985295,0.006723224651068449,0.007909765467047691
11,10,428.9065919576336,483.40892147281545,381.1629006429662,34.73608301948647,0.007784671150147915,0.006942418869584799
