,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-144.66864508409688,-46.62485581116837,-200.5710562563906,41.318679995366494,,
1,0,70.23665749043161,124.13028974573093,19.702078145502163,31.274798361364258,0.004630459006875753,0.9472914934158325
2,1,232.50069372131094,291.0948294664813,166.18481375678806,35.10377966411535,0.002889205701649189,0.02514096535742283
3,2,286.0429430726334,361.1073588437348,201.45177824693627,48.397812154070266,0.0023210151121020317,0.007776802871376276
4,3,289.4081202384007,360.9421144833858,224.12980598926833,40.53940256800354,0.0029739809688180685,0.005933031905442476
5,4,356.17847357940093,412.04689139120524,306.3001934100287,27.342276027584706,0.0026299466844648123,0.006492891814559698
6,5,362.90988327086666,410.49894500837956,303.5837317706155,33.24666165407391,0.0014060494722798467,0.004633973352611065
7,6,377.470938462164,521.1349259624969,259.50988068540755,67.42027294735655,0.0013927369145676494,0.0024091664236038923
8,7,387.1401744649137,494.2818897647456,305.34491475195347,52.71109739086077,0.0012699421495199203,0.0018457142869010568
9,8,396.55190048345685,498.8215220402227,339.4596011727178,38.29785468680363,0.0009289979934692383,0.0015822621062397957
10,9,385.0016104932833,463.50916952794967,293.0016329255036,53.234173369687724,0.0008714243303984404,0.00091897277161479
11,10,437.33716982148854,540.0102608399375,342.4588434851854,52.09646172319296,0.0006594858132302761,0.0010493332520127296
