,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-181.1758797665588,-145.43455419890316,-227.34024878360512,26.03796272552289,,
1,0,5.270717519241147,69.16508480019253,-57.030809355173204,43.11536315373677,0.025631658732891083,1.0415208339691162
2,1,172.54710170058027,217.57137223258042,132.526729452215,30.026663594774263,0.018825391307473183,0.036369502544403076
3,2,215.90037523772375,247.01474459071983,159.7824895044546,24.155267866531773,0.012002064846456051,0.021906424313783646
4,3,260.1234629970435,338.8925756194337,145.0090326897223,64.8463115155661,0.006366061512380838,0.01684742420911789
5,4,344.5337057259732,427.99960026607386,305.19249273128764,36.90406995139419,0.008719457313418388,0.01378246583044529
6,5,330.00472200140837,378.821361783275,289.17846546736257,28.995790302182225,0.0088886683806777,0.010107692331075668
7,6,406.6023574648048,479.43837788023365,343.9323645343296,40.46605037999732,0.00862037017941475,0.008205466903746128
8,7,412.3606422613528,489.2554982500661,337.991521739073,40.99238597833717,0.006352096796035767,0.007958139292895794
9,8,410.71975194042733,507.2145422267869,306.4458243544969,59.885670984047955,0.007398730609565973,0.007370263338088989
10,9,392.4255579026935,455.903395817991,328.8598479553624,43.44571494065068,0.0066061802208423615,0.00620665866881609
11,10,394.9794038153045,489.4504895707591,331.1604034359509,43.54323423263869,0.004563959781080484,0.006415483541786671
