Iteration	mean_reward_(100_episodes)	best_mean_reward	episodes	exploration	learning_rate
10000	-288.22519320621257	-inf	86	0.804	0.001
20000	-237.10182039196326	-237.10182039196326	151	0.608	0.001
30000	-206.71940487697947	-206.64465318838253	169	0.41200000000000003	0.001
40000	-186.36295585935378	-186.36295585935378	179	0.21599999999999997	0.001
50000	-165.9322121828821	-165.9322121828821	189	0.02	0.001
60000	-152.86986397330804	-152.86986397330804	199	0.02	0.001
70000	-143.89023567303886	-143.89023567303886	209	0.02	0.001
80000	-118.95171857570877	-118.95171857570877	220	0.02	0.001
90000	-95.61820903602934	-95.61820903602934	237	0.02	0.001
100000	-57.897018490273084	-57.897018490273084	252	0.02	0.001
110000	-54.69043672396816	-53.7696636803953	262	0.02	0.001
120000	-48.280996794892154	-48.280996794892154	278	0.02	0.001
130000	-43.122138748476836	-43.122138748476836	289	0.02	0.001
140000	-25.116039262553375	-24.44194732412639	303	0.02	0.001
150000	-11.975168438818605	-10.544925359420114	317	0.02	0.001
160000	-10.283530297368443	-4.648322140252092	330	0.02	0.001
170000	-22.752288390746397	-4.648322140252092	346	0.02	0.001
180000	-3.3836957215032246	-3.3774903563380203	363	0.02	0.001
190000	13.547050476569936	15.108263444927509	378	0.02	0.001
200000	33.410680440818794	33.62889347171756	396	0.02	0.001
210000	40.81272656344361	41.43234512203293	415	0.02	0.001
220000	56.34189934725648	56.34189934725648	438	0.02	0.001
230000	64.20227884221767	67.51977848000442	455	0.02	0.001
240000	64.23026721898682	67.51977848000442	476	0.02	0.001
250000	72.4913220481211	72.75021313107092	497	0.02	0.001
260000	79.69981935096948	80.1971478963618	515	0.02	0.001
270000	87.5259360143534	89.8854456872656	535	0.02	0.001
280000	86.89540056129952	97.88186056401418	550	0.02	0.001
290000	88.19738721418211	97.88186056401418	567	0.02	0.001
300000	85.98160882360388	97.88186056401418	590	0.02	0.001
310000	70.38843344594949	97.88186056401418	614	0.02	0.001
320000	86.01981801391565	97.88186056401418	651	0.02	0.001
330000	102.40893975251414	105.27421941706648	678	0.02	0.001
340000	77.58427735662049	115.93543338235129	720	0.02	0.001
350000	-84.34456930145203	115.93543338235129	777	0.02	0.001
360000	-159.46609096900866	115.93543338235129	828	0.02	0.001
370000	-167.17193948597756	115.93543338235129	892	0.02	0.001
380000	-164.62981911191596	115.93543338235129	957	0.02	0.001
390000	-135.4507775380108	115.93543338235129	1025	0.02	0.001
400000	-153.65599946887275	115.93543338235129	1091	0.02	0.001
410000	-238.8666241623988	115.93543338235129	1162	0.02	0.001
420000	-295.7345124724985	115.93543338235129	1232	0.02	0.001
430000	-262.51123176666306	115.93543338235129	1305	0.02	0.001
440000	-256.57301421054603	115.93543338235129	1377	0.02	0.001
450000	-276.86300601423704	115.93543338235129	1440	0.02	0.001
460000	-175.6394368199983	115.93543338235129	1503	0.02	0.001
470000	-119.32562213002993	115.93543338235129	1544	0.02	0.001
480000	-101.86789807462459	115.93543338235129	1563	0.02	0.001
490000	-63.753282877495366	115.93543338235129	1583	0.02	0.001
500000	-81.2470595310045	115.93543338235129	1611	0.02	0.001
